Mode,Dept,Arr,Duration,Price,Company,Price_sort,Duration_min,added_arrival,Custom_weighting
Bus,2024-05-12 02:15:00,2024-05-12 05:30:00,3h 15m,$35.00,Wanda Coach,35.0,195,2024-05-12 06:00:00,0.0515360380859033
Bus,2024-05-12 11:05:00,2024-05-12 14:25:00,3h 20m,$27.99,FlixBus US,27.99,200,2024-05-12 14:55:00,0.0464209285772628
Train,2024-05-12 14:41:00,2024-05-12 18:01:00,3h 20m,$164.00,Amtrak Crescent,164.0,200,2024-05-12 18:31:00,0.1733832744075331
Bus,2024-05-12 09:45:00,2024-05-12 13:05:00,3h 20m,$27.99,Greyhound,27.99,200,2024-05-12 13:35:00,0.0464209285772628
Bus,2024-05-12 12:05:00,2024-05-12 15:30:00,3h 25m,$27.99,FlixBus US,27.99,205,2024-05-12 16:00:00,0.0478495000058342
Bus,2024-05-12 08:05:00,2024-05-12 11:30:00,3h 25m,$27.99,FlixBus US,27.99,205,2024-05-12 12:00:00,0.0478495000058342
Bus,2024-05-12 14:35:00,2024-05-12 18:05:00,3h 30m,$27.99,FlixBus US,27.99,210,2024-05-12 18:35:00,0.0492780714344056
Bus,2024-05-12 10:30:00,2024-05-12 14:00:00,3h 30m,$17.00,Peter Pan Lines,17.0,210,2024-05-12 14:30:00,0.039019147967935
Bus,2024-05-12 08:00:00,2024-05-12 11:30:00,3h 30m,$19.00,Peter Pan Lines,19.0,210,2024-05-12 12:00:00,0.0408861040127886
Bus,2024-05-12 04:50:00,2024-05-12 08:20:00,3h 30m,$14.99,FlixBus US,14.99,210,2024-05-12 08:50:00,0.0371428571428571
Bus,2024-05-12 16:00:00,2024-05-12 19:30:00,3h 30m,$17.00,Peter Pan Lines,17.0,210,2024-05-12 20:00:00,0.039019147967935
Bus,2024-05-12 09:00:00,2024-05-12 12:30:00,3h 30m,$17.00,Peter Pan Lines,17.0,210,2024-05-12 13:00:00,0.039019147967935
Bus,2024-05-12 13:00:00,2024-05-12 16:30:00,3h 30m,$17.00,Peter Pan Lines,17.0,210,2024-05-12 17:00:00,0.039019147967935
Bus,2024-05-12 15:00:00,2024-05-12 18:30:00,3h 30m,$15.00,Peter Pan Lines,15.0,210,2024-05-12 19:00:00,0.0371521919230814
Bus,2024-05-12 09:55:00,2024-05-12 13:30:00,3h 35m,$27.99,FlixBus US,27.99,215,2024-05-12 14:00:00,0.050706642862977
Bus,2024-05-12 07:25:00,2024-05-12 11:00:00,3h 35m,$24.99,FlixBus US,24.99,215,2024-05-12 11:30:00,0.0479062087956966
Bus,2024-05-12 06:10:00,2024-05-12 09:50:00,3h 40m,$27.99,FlixBus US,27.99,220,2024-05-12 10:20:00,0.0521352142915485
Bus,2024-05-12 10:40:00,2024-05-12 14:20:00,3h 40m,$19.99,Greyhound,19.99,220,2024-05-12 14:50:00,0.044667390112134
Bus,2024-05-12 03:15:00,2024-05-12 07:00:00,3h 45m,$35.00,Wanda Coach,35.0,225,2024-05-12 07:30:00,0.0601074666573318
Bus,2024-05-12 01:45:00,2024-05-12 05:40:00,3h 55m,$41.99,Greyhound,41.99,235,2024-05-12 06:10:00,0.0694896208912381
Bus,2024-05-12 08:20:00,2024-05-12 12:20:00,4h 0m,$19.99,Greyhound,19.99,240,2024-05-12 12:50:00,0.0503816758264197
Bus,2024-05-12 14:30:00,2024-05-12 18:30:00,4h 0m,$30.00,Wanda Coach,30.0,240,2024-05-12 19:00:00,0.0597257908309121
Bus,2024-05-12 01:30:00,2024-05-12 05:30:00,4h 0m,$35.00,Wanda Coach,35.0,240,2024-05-12 06:00:00,0.0643931809430461
Bus,2024-05-12 15:10:00,2024-05-12 19:15:00,4h 5m,$24.99,Greyhound,24.99,245,2024-05-12 19:45:00,0.0564776373671252
Bus,2024-05-12 14:35:00,2024-05-12 18:45:00,4h 10m,$27.99,FlixBus US,27.99,250,2024-05-12 19:15:00,0.060706642862977
Bus,2024-05-12 04:30:00,2024-05-12 09:00:00,4h 30m,$30.00,Wanda Coach,30.0,270,2024-05-12 09:30:00,0.0682972194023407
Bus,2024-05-12 04:20:00,2024-05-12 08:55:00,4h 35m,$27.99,Greyhound,27.99,275,2024-05-12 09:25:00,0.0678495000058342
Bus,2024-05-12 10:15:00,2024-05-12 15:05:00,4h 50m,$27.99,Greyhound,27.99,290,2024-05-12 15:35:00,0.0721352142915485
Bus,2024-05-12 14:25:00,2024-05-12 19:15:00,4h 50m,$27.99,Greyhound,27.99,290,2024-05-12 19:45:00,0.0721352142915485
Plane,2024-05-12 05:00:00,2024-05-12 10:00:00,5h 0m,$647,American Airlines,647.0,300,2024-05-12 11:00:00,0.6528245878111107
Bus,2024-05-12 07:00:00,2024-05-12 12:00:00,5h 0m,$35.00,Wanda Coach,35.0,300,2024-05-12 12:30:00,0.0815360380859033
Bus,2024-05-12 12:10:00,2024-05-12 17:15:00,5h 5m,$35.48,FlixBus US,35.48,305,2024-05-12 17:45:00,0.0834126789652396
Plane,2024-05-12 13:21:00,2024-05-12 18:27:00,5h 6m,$647,American Airlines,647.0,306,2024-05-12 19:27:00,0.6545388735253965
Plane,2024-05-12 05:00:00,2024-05-12 10:19:00,5h 19m,$595,American Airlines,595.0,319,2024-05-12 11:19:00,0.6097123020734881
Plane,2024-05-12 09:50:00,2024-05-12 15:30:00,5h 40m,$647,American Airlines,647.0,340,2024-05-12 16:30:00,0.6642531592396822
Bus,2024-05-12 09:45:00,2024-05-12 15:35:00,5h 50m,$44.48,Greyhound,44.48,350,2024-05-12 16:05:00,0.1046711240242237
Bus,2024-05-12 07:25:00,2024-05-12 13:25:00,6h 0m,$14.99,Greyhound,14.99,360,2024-05-12 13:55:00,0.08
Bus,2024-05-12 05:10:00,2024-05-12 11:15:00,6h 5m,$46.48,Greyhound,46.48,365,2024-05-12 11:45:00,0.1108237943547916
